word,tags,ipa,results
Muileann gCearr,,"ənˠ ˌmˠɪlʲən̪ˠ ˈɟɑːɾˠ, ən̪ˠ ˌmˠɪlʲən̪ˠ ˈɟɑːɾˠ",mˠɪl̪ən̪ˠ%1 gcæɾˠɾˠ
Méibhín,,ˈmʲeːvʲiːnʲ,mʲɛbʲçən̪
Nc,,"ŋk, ɲc",nk
Niocláis,,ˈn̠ʲɪklˠaːʃ,n̪ɪkl̪iʃ
Nollag,Connacht,ˈn̪ˠolˠək,n̪ɔl̪l̪əg
Ní,,nʲiː,n̪ɪ
Protastúnach,Connacht,ˈpˠɾˠɔt̪ˠəsˠt̪ˠuːn̪ˠəx,pˠɾˠɔt̪əsˠt̪ən̪əx%1
Rosa,Munster; Connacht,ˈɾˠɔsˠə,ɾˠɔsˠə
Ruairí,,ˈɾˠuəɾʲiː,ɾʲuaiɾʲi
Sh,,h,s
Shligigh,Connacht,ˈhlʲɪɟiː,sˠhl̪ɪɟiɟ
Séarlas,,ˈʃeːɾˠl̪ˠəsˠ,ʃæɾˠl̪əsˠ
Tarbh,Connacht,ˈt̪ˠaɾˠuː,t̪ɑɾˠəb
Tiarna,,ˈtʲiəɾˠn̪ˠə,tʲiəɾˠn̪ə
Tibéidis,Connacht,ˈtʲɪbʲeːdʲəʃ,tʲɪbʲidʲiʃ
Trá Lí,Connacht,t̪ˠɾˠɑː ˈl̠ʲiː,t̪ɾˠɑ l̪ɪ
Tuircis,,ˈt̪ˠʊɾʲcɪʃ,t̪ɪɾʲciʃ
Vín,,vʲiːnʲ,vɪn̪
a lán,Munster; Connacht,əˈl̪ˠɑːnˠ,ɑ l̪ɑn̪
ab,,"abˠ, əbˠ",ɑbˠ
abhainn,Connacht,əun̠ʲ,əun̠ʲ
abhrasóir,Connacht,ˈavˠɾˠəsˠoːɾʲ,ɑbˠhɾˠiʃiɾʲ
abras,,ˈabˠɾˠəsˠ,ɑbˠɾˠəsˠ
achoimre,,ˈaˌxɪmʲɾʲə,ɑcçimʲɾʲi
acústaic,,əˈkuːsˠt̪ˠɪc,ɑkəstʲic
aeir,,eːɾʲ,eːiɾʲ
aerfort,,ˈeːɾˠfɔɾˠt̪ˠ,eːɾʲfˠəɾˠt̪
agaibh,Aran; Connacht,ˈɑɡiː,ɑɟibʲ
agaibhse,,ˈaɡəvʲʃə,ɑɟibʲhʃi
agair,,ˈaɡəɾʲ,ɑɟiɾʲ
agat,Cois-Fharraige; Connacht,ˈaː(ɡə)d̪ˠ,ɑgət̪
aghaidh,Aran; Connacht,ai,ɑɟçiː%1
aiceann,,ˈacən̪ˠ,aicən̪ˠ%1
aidiacht,Connacht,ˈadʲiəxt̪ˠ,aidʲəkht̪
aige,Connacht,ˈeɟ(ə),aiɟi
aigéan,,aɟeːnˠ,aiɟən̪
ailm,,ˈa.lʲəmʲ,ail̪mˠ
ainmfhocal,,ˈanʲəmʲˌɔkəl̪ˠ,ain̪mˠfˠhəkəl̪
ainrialaí,,ˈanʲˌɾˠiəlˠiː,ainɾʲəl̪ə
airc,,aɾʲc,ɑːɾʲk
aire,Connacht,"ˈaːɾʲə, ˈæːɾʲə, ˈɑːɾʲə",aiɾʲi
airgead,,"ˈaɾʲəɟəd̪ˠ, ˈæɾʲəɟəd̪ˠ, ˈɑɾʲəɟəd̪ˠ",aiɾʲɟəd̪
airneán,Connacht,ˈaːɾˠn̠ʲaːnˠ,aiɾʲn̪ən̪
ais,,aʃ,aiʃ
aisteoir,Connacht,ˈaʃtʲoːɾʲ,aiʃtʲoːiɾʲ
aithreacha,,ˈahɾʲəxə,aitʲhɾʲəkhə
ala,,ˈalˠə,ɑl̪ə
alt,,al̪ˠt̪ˠ,ɑl̪t̪
amadáin,Connacht,ˈamˠəd̪ˠɑːnʲ,ɑmˠidʲən̪
amadán,Connacht,"ˈamˠəd̪ˠɑːnˠ, ˈumˠəd̪ˠaːnˠ",ɑmˠəd̪ən̪
amanna,,ˈamˠən̪ˠə,ɑmˠən̪n̪ə
amharclann,,ˈəuɾˠklˠən̪ˠ,ɑmˠhəɾˠkl̪ən̪ˠ%1
an té,,ə(n̠ʲ)ˈtʲeː,ɑn̪ tʲɛ
anamacha,,ˈanˠəmˠəxə,ɑn̪əmˠəkhə
anchúinse,Connacht,ˈanˠxuːn̠ʲʃə,ɑn̪khənʃi
anglaise,,ˈaŋɡləʃə,ɑn̪gl̪iʃi
aoibheallach,Munster; Connacht,ˈiːvʲəl̪ˠəx,ɑibʲçəl̪l̪əx%1
aoil,,iːlʲ,ɑəl̪
aoine,,ˈiːnʲə,ɑən̪ə
aois,Ulster; Munster; Connacht,iːʃ,ɑiʃ
ar a fhad,,əɾʲˈad̪ˠ,ɑːɾˠ ɑ fˠhɑd̪
ar bith,,"əˈbʲɪ(h), ɛɾʲˈbʲɪ(h)",ɑːɾˠ bʲɪtʲ
ar dtús,,əɾˠˈd̪ˠuːsˠ,ɑːɾˠ d̪t̪ɔsˠ
ar oscailt,,ɛɾʲ ˈɔsˠkɪlʲtʲ,ɑːɾˠ ɔscəl̪t̪
ardghlórach,Connacht,ˈɑːɾˠd̪ˠˌɣlˠoːɾˠəx,ɑɾˠd̪ghl̪əɾˠəx%1
arú,Connacht,ˈaɾˠuː,ɑɾˠə
arú amárach,,əɾˠuːˈmˠɑːɾˠəx,ɑɾˠə ɑmˠəɾˠəx%1
as a chéile,,asˠ ə ˈçeːlʲə,ɑsˠ ɑ cçɛl̪ə
ata,,ˈat̪ˠə,ɑt̪ə
ath-,,ah,ɑt̪
athfhás,,ˈaˌhɑːsˠ,ɑt̪hfˠhəsˠ
athraithe,,ˈahɾˠɪhə,ɑt̪hɾʲitʲçi
athrú,,ˈahɾˠuː,ɑt̪hɾˠə
atáim,Munster; Connacht,əˈt̪ˠɑːmʲ,ɑtʲimʲ
b',,"bʲ, bˠ",bʲ
bP,,"bʲ, bˠ",bˠpˠ
ba,,"bˠə, bˠəj",bˠɑ
bacáil,,ˈbˠakælʲ,bˠɑcəl̪
badhbh,,bˠəivˠ,bˠɑd̪hb
badráil,Connacht,ˈbˠad̪ˠɾˠɑːlʲ,bˠɑdɾʲəl̪
bagar,,ˈbˠaɡəɾˠ,bˠɑgəɾˠ
bailte,,ˈbˠal̠ʲtʲə,bʲailtʲi
baladh,,ˈbˠalˠ(h)uː,bˠɑl̪ə%1
ballaí,,ˈbˠal̪ˠiː,bˠɑl̪l̪ə
banaltra,,ˈbˠanˠəl̪ˠt̪ˠɾˠə,bˠɑn̪əl̪t̪ɾˠə
banc,,bˠaŋk,bˠɑnk
baol,,"bˠeːlʲ, bˠiːlʲ, bˠɯːɣəlʲ, bˠɯːɣəlˠ, eː, iː, ɣ, ɯː",bˠɑəl̪
baoth,Ulster; Connacht,bˠiː,bˠɑət
barúil,Connacht,ˈbˠaɾˠuːlʲ,bˠɑɾˠəl̪
beach chapaill,,bʲax ˈxapˠəl̠ʲ,bʲəx%1 khɑpʲəl̪l̪
bearr,Munster; Connacht,bʲɑːɾˠ,bʲɑːɾˠɾˠ
beartach,Connacht,ˈbʲaɾˠt̪ˠəx,bʲæɾˠt̪əx%1
beimid,,ˈbʲɛmʲədʲ,bʲɛmʲidʲ
beir,,bʲɛɾʲ,bʲəiɾʲ
beirimid,,ˈbʲɛɾʲəmʲədʲ,bʲɛɾʲimʲidʲ
beirir,,ˈbʲɛɾʲɪɾʲ,bʲɛɾʲiɾʲ
beirt,,bʲɛɾˠtʲ,bʲəiɾʲt̪
beithir,,ˈbʲɛhəɾʲ,bʲɛtʲçiɾʲ
beoir,Munster; Connacht,bʲoːɾʲ,bʲoːiɾʲ
bhaist,Ulster; Connacht,waʃtʲ,bʲçaiʃt̪
bhearr,Munster; Connacht,vʲɑːɾˠ,bʲçæɾˠɾˠ
bheinn,,vʲɛn̠ʲ,bʲçɛn̪n̪
bheirid,,ˈvʲɛɾʲədʲ,bʲçɛɾʲidʲ
bhfadhb,Ulster; Connacht,wəibˠ,bˠhfˠɑd̪hbˠ
bhfarraigí,Connacht,ˈwaɾˠəɟiː,bˠhfˠɑrɾʲiɟi
bhfeadh,Connacht,vʲa,bˠhfʲə%1
bhfeicinn,,,bˠhfʲɛcən̪n̪
bhfeoil,Munster; Connacht,vʲoːlʲ,bˠhfʲoːəl̪
bhflatha,Ulster; Connacht,ˈwlˠahə,bˠhfˠl̪ɑt̪hə
bhfréimh,,vʲrʲeːvʲ,bˠhfɾʲɛmʲ
bhfuilimid,,ˈwɪlʲəmʲədʲ,bˠhfˠɪl̪imʲidʲ
bhia,,vʲiə,bʲçiə
bhialann,,ˈvʲiəl̪ˠən̪ˠ,bʲçiəl̪ən̪ˠ%1
bhod,Ulster; Connacht,wɔd̪ˠ,bˠhɔd̪
bhog,Connacht,wɔɡ,bˠhʊg
bhranda,,ˈvˠɾˠan̪ˠd̪ˠə,bˠhɾˠɑn̪d̪ə
bhreoiteacht,Munster; Connacht,ˈvʲɾʲoːtʲəxt̪ˠ,bˠhɾʲoːitʲəkht̪
bhuail,Ulster; Connacht,wuəlʲ,bʲçuaəl̪
bháisteach,,ˈwaːʃtʲəx,bʲçaiʃtʲəx%1
bhíobhair,,ˈvʲiːwəɾʲ,bˠhɪbʲçiɾʲ
bhíomar,,ˈvʲiːmˠəɾˠ,bˠhɪmˠəɾˠ
bhíteá,,ˈvʲiːtʲaː,bʲçɪtʲi
bialann,Ulster; also; Connacht,ˈbʲiəlˠən̪ˠ,bʲiəl̪ən̪ˠ%1
bile,,ˈbʲɪlʲə,bʲɪl̪ə
bleácach,,ˈbʲlʲɑːkəx,bˠl̪ɑkəx%1
bliana,,ˈbʲlʲiən̪ˠə,bˠl̪iən̪ə
bog,Munster; Connacht,bˠɔɡ,bˠʊg
boird,,bˠoːɾˠdʲ,bʲəiɾʲd̪
bpáiste,Munster; Connacht,ˈbˠɑːʃtʲə,bpʲaiʃtʲi
brabúsach,Connacht,ˈbˠɾˠabˠuːsˠəx,bˠɾˠɑbˠəsˠəx%1
breab,,bʲɾʲabˠ,bɾʲɑbˠ
briosca,,ˈbʲɾʲɪsˠkə,bˠɾˠɪsˠkə
brocach,Connacht,ˈbˠɾˠokəx,bˠɾˠʊkəx%1
brod,,bˠɾˠod̪ˠ,bˠɾˠɔd̪
broic,,bˠɾˠɪc,bɾʲɛc
bronnaim,Munster; Connacht,"ˈbˠɾˠɔn̪ˠəmʲ, ˈbˠɾˠʌn̪ˠəmʲ",bˠɾˠɔn̪n̪imʲ
bruach,Ulster; Munster; Connacht,bˠɾˠuəx,bˠɾˠɔəx%1
bruig,,bˠɾˠɪɟ,bˠɾˠɪɟ
bráid,Munster; Connacht,bˠɾˠɑːdʲ,bɾʲaidʲ
bráithre,,ˈbˠɾˠɑːɾʲə,bɾʲaitʲhɾʲi
bráthair,,ˈbˠɾˠɑːhəɾʲ,bˠɾˠɑtʲçiɾʲ
bréan,Ulster; Connacht,bʲɾʲeːnˠ,bɾʲɑn̪
bróga,Munster; Connacht,ˈbˠɾˠoːɡə,bˠɾˠʊgə
buailim,Munster; Connacht,ˈbˠuəlʲəmʲ,bʲuaəl̪imʲ
buaine,Munster; Connacht,ˈbˠuənʲə,bʲuaən̪ə
buan,Connacht,bˠuənˠ,bˠuan̪
buarán,,ˈbˠuəɾˠaːnˠ,bˠuaɾˠən̪
buicéad,Connacht,ˈbˠʊceːd̪ˠ,bˠɪcəd̪
buime,,ˈbˠɪmʲə,bˠɪmʲi
buinne,,ˈbˠɪn̠ʲə,bˠɪn̪n̪ə
bunadh,Connacht,ˈbˠunˠuː,bˠɔn̪ə%1
buntús,,ˈbˠunˠ.ˈtˠuːsˠ,bˠɔn̪t̪əsˠ
bunábhar,Connacht,ˈbˠʊnˠˌɑːwəɾˠ,bˠɔn̪əbˠhəɾˠ
burla,,ˈbˠuːrˠl̪ˠə,bˠɔɾˠl̪ə
buí,Munster; Connacht,bˠiː,bˠɪ
buíoch,Ulster; Connacht,bˠiːx,bˠɔək
buíochas,Ulster; Connacht,"ˈbˠiəxəsˠ, ˈbˠiːxəsˠ",bˠɔəkhəsˠ
bá,Munster; Connacht,bˠɑː,bˠɑ
bádóireacht,Connacht,ˈbˠɑːdoːɾʲəxt̪ˠ,bˠɑdʲiɾʲəkht̪
bámhar,Connacht,ˈbˠɑːwəɾˠ,bˠɑmˠhəɾˠ
bé,,bʲeː,bʲɛ
béala,Ulster; Connacht,ˈbʲeːlˠə,bʲɑl̪ə
bíchearb,,ˈbʲiːçəɾˠəbˠ,bʲɪcçəɾˠbˠ
bídís,,ˈbʲiːdʲiːʃ,bʲɪdʲiʃ
bóithre,,"ˈbˠoːhɾʲə, ˈbˠoːɾʲhə, ˈbˠoːɾʲə",bʲɛtʲhɾʲi
bóthar,,ˈbˠoːhəɾˠ,bˠɔt̪həɾˠ
bú,,bˠuː,bˠɔ
cafarr,,ˈkafˠəɾˠ,kɑfˠəɾˠɾˠ
cailleach,Connacht,ˈkal̠ʲəx,cail̪l̪əx%1
caint,Cois-Fharraige; Connacht,kaːn̠ʲtʲ,cain̪t̪
cainte,,ˈkan̠ʲtʲə,caintʲi
caintím,Connacht,ˈkanʲtʲiːmʲ,caintʲimʲ
cairéad,Connacht,ˈkaɾʲeːd̪ˠ,caiɾʲəd̪
caisearbhán,Connacht,ˈkaʃəɾˠwaːn̪ˠ,caiʃəɾˠbˠhən̪
caith,Connacht,ka,caitʲ
caithim,,ˈkahəmʲ,caitʲçimʲ
calrach,Munster; Connacht,ˈkal̪ˠɾˠəx,kɑl̪ɾˠəx%1
caoire,,ˈkiːɾʲə,cæiɾʲi
caolú,Connacht,ˈkiːlˠuː,kɑəl̪ə
car,,karˠ,kɑːɾˠ
cardáil,Connacht,ˈkɑːɾˠd̪ˠɑːlʲ,kɑrdʲəl̪
carr patróil,Connacht,ˌkɑːɾˠ ˈpat̪ˠɾˠoːl̠ʲ,kɑːɾˠɾˠ pˠɑtɾʲəl̪
carraig,Cois-Fharraige; Munster; Connacht,ˈkaːɾˠɪɟ,kɑrɾʲiɟ
carria,Connacht,ˈkaɾˠiː,kɑrɾʲi
casfar,,ˈkɑsˠfˠəɾˠ,kɑsˠfˠəɾˠ
cathair,,"ˈkahəɾʲ, ˈkɑhəɾʲ",kɑtʲçiɾʲ
ceachtanna,,ˈcaxt̪ˠən̪ˠə,cɑkht̪ən̪n̪ə
ceannas,,ˈcan̪ˠəsˠ,cɑn̪n̪əsˠ
ceas,,casˠ,cɑsˠ
ceilp,,cɛlʲpʲ,cɛl̪pˠ
ceoch,Munster; Connacht,coːx,coːk
chaoga,Ulster; Connacht,ˈxiːɡə,khɑəgə
chapaill,,ˈxapˠəl̪ʲ,khɑpʲəl̪l̪
chapall,,ˈxapˠəl̪ˠ,khɑpˠəl̪l̪
char,,xaɾˠ,khɑɾˠ
chara,,ˈxɑɾˠə,khɑɾˠə
cheantar,,ˈçan̪ˠt̪ˠəɾˠ,cçɑn̪t̪əɾˠ
cheap,,çapˠ,cçɑpˠ
cheaptaí,,ˈçapˠt̪ˠiː,cçɑptʲi
cheart,,çaɾˠt̪ˠ,cçæɾˠt̪
cheintiméadar,Connacht,ˈçɛn̠ʲtʲəmʲeːd̪ˠəɾˠ,cçɛntʲimʲəd̪əɾˠ
cheist,,çɛʃtʲ,cçɛʃt̪
cheárta,Connacht,ˈçɑːɾˠt̪ˠə,cçæɾˠt̪ə
chileagram,,ˈçɪlʲəɡɾˠamˠ,cçɪl̪əgɾˠəmˠ
chion,Connacht,çɪnˠ,khɪn̪
chluich,,xlˠɪç,khl̪ɪc
chnáimh,Ulster; Connacht,xɾˠɑːvʲ,khn̪aimʲ
chodlata,Munster; Connacht,ˈkɔl̪ˠət̪ˠə,khɔd̪l̪ət̪ə
choir,,xɛɾʲ,cçɛɾʲ
chol,,xɔlˠ,khɔl̪
chomh luath is,,xəˈl̪ˠuəsˠ,khɔm l̪uat ɪʃ
chros,,xɾˠɔsˠ,khɾˠɔsˠ
chuain,,"xuənʲ, xuːnʲ",cçuaən̪
chuig,,xɪɟ,khɪɟ
cháiliúil,Connacht,ˈxɑːlʲuːlʲ,cçail̪əəl̪
chíonn,,çiːn̪ˠ,khɪn̪n̪
chír,,ˈçiːɾʲ,cçɪɾʲ
chóra,,ˈxoːɾˠə,khɔɾˠə
chósta,Munster; Connacht,ˈxoːsˠt̪ˠə,khɔsˠt̪ə
chú,,xuː,khɔ
cigil,,ˈcɪɟɪlʲ,cɪɟəl̪
cigilt,,ˈcɪɟɪlʲtʲ,cɪɟəl̪t̪
ciotach,Connacht,ˈcɪt̪ˠəx,kɪt̪əx%1
cip,,cɪpʲ,cɪpʲ
ciumhais,,"cuːsˠ, cuːʃ, cũːsˠ",cɪimʲçiʃ
clibirt,,ˈclʲɪbʲəɾˠtʲ,kl̪ɪbʲiɾʲt̪
cloch,Ulster; Connacht,"klˠox, klˠɔx",kl̪ʊk
clogaide,Munster; Connacht,ˈklˠɔɡədʲə,kl̪ɛɟidʲi
cloinne,,ˈklˠɪn̠ʲə,kl̪ɔn̪n̪ə
cluais,,"klˠuəʃ, kl̪ˠuəʃ",kl̪uaiʃ
cléibh,,"clʲeːvʲ, clʲɛi̯vʲ",kl̪ɛbʲ
clúdach,Munster; Connacht,"ˈklˠuːd̪ˠəx, ˈkl̪ˠuːd̪ˠəx",kl̪ɔd̪əx%1
cneas,Ulster; Connacht,cɾʲasˠ,kɾʲ'ɑsˠ
cnoc,Connacht,"knok, knuk, knɞk, kɾˠok, kɾˠuk, kɾˠɞk",kɾˠʊk
cnámha,Connacht,"knˠɑːvˠə, kɾˠɑːwə",kɾˠɑmˠhə
cnó,,,kɾˠɔ
coileach,Connacht,ˈkɛlʲəx,cɔl̪əx%1
coille,,ˈkɞl̠ʲə,cɔl̪l̪ə
coirce,Connacht,ˈkɞɾʲcə,cɛɾʲci
coise,,ˈkɔʃə,cɛʃi
coisreacaim,,ˈkʌʃtʲɾʲakəmʲ,cɛʃɾʲicimʲ
coisric,,ˈkɛʃɾʲɪc,cɛʃɾʲic
coisíocht,Connacht,ˈkɔʃiəxt,cɔsˠəkht̪
comhair,Connacht,kuːɾʲ,kɛmʲçiɾʲ
comhlach,Connacht,ˈkuːlˠəx,kɔmˠhl̪əx%1
conas,,,kɔn̪əsˠ
coróin,Connacht,"kɾˠuːnʲ, ˈkɔɾˠuːnʲ",kɛɾʲən̪
cosúil,Ulster; Connacht,ˈkɔsˠuːlʲ,kɔsˠəl̪
crannóg,Connacht,ˈkɾˠan̪ˠoːɡ,kɾˠɑn̪n̪əg
crean,,cɾʲanˠ,kɾʲɑn̪
creid,Munster; Connacht,cɾʲɛdʲ,kɾʲɛdʲ
critice,,ˈcɾʲɪtʲɪcɪ,kɾʲɪtʲici
cruach,,kɾˠuəx,kɾˠɔəx%1
cruacha,,ˈkɾˠuəxə,kɾˠuakhə
cruachan,Ulster; also; Connacht,ˈkɾˠuəxənˠ,kɾˠuakhən̪
cruachan,,ˈkɾˠuəxən̪ˠ,kɾˠuakhən̪
cruitchlár,,ˈkɾˠɪtʲˌxlˠɑːɾˠ,kɾˠɪtʲkhl̪əɾˠ
cruitireacht,Munster; Connacht,ˈkɾˠɪtʲəɾʲəxt̪ˠ,kɾˠɪtʲiɾʲəkht̪
crá,Munster; Connacht,kɾˠɑː,kɾˠɑ
crágach,Munster; Connacht,ˈkɾˠɑːɡəx,kɾˠɑgəx%1
cráifeach,Munster; Connacht,ˈkɾˠɑːfʲəx,kɾʲaifʲəx%1
críoch,,cɾʲiːx,kɾˠɪk
críochnaigh,Connacht,"ˈcɾʲiəxn̪ˠiː, ˈcɾʲiəxn̪ˠə",kɾˠɪkhn̪iː%1
crómasómach,Connacht,ˈkɾˠoːmˠəsˠoːmˠəx,kɾˠɔmˠəsˠəmˠəx%1
crómatach,Munster; Connacht,ˈkɾˠoːmˠət̪ˠəx,kɾˠɔmˠət̪əx%1
crú,Munster; Connacht,kɾˠuː,kɾˠɔ
cuan,Ulster; Munster; Connacht,kuən̪ˠ,kuan̪
cuid,,"kidʲ, kɪdʲ",kɪdʲ
cuimhnigh,Galway; Connacht,ˈkivʲnʲə,kɪmʲhn̪iɟ
cuimhnigh,Connacht,"ˈkiːnʲə, ˈkĩvʲnʲiː",kɪmʲhn̪iɟ
cuirir,,ˈkɪɾʲəɾʲ,kɪɾʲiɾʲ
cuirtear,,ˈkɪɾˠtʲəɾˠ,kɪɾʲtʲəɾˠ
cuisle,Munster; Connacht,ˈkiʃlʲə,kɪʃl̪ə
cuisneach,Connacht,ˈkɪʃn̠ʲəx,kɪʃn̪əx%1
cultacha,Connacht,ˈkɔl̪ˠt̪ˠəxə,kɔl̪t̪əkhə
cumann,,ˈkʊmˠən̪ˠ,kɔmˠən̪ˠ%1
cumannachas,,ˈkʊmˠən̪ˠəxəs,kɔmˠən̪n̪əkhəsˠ
cumas,,ˈkʊmˠəsˠ,kɔmˠəsˠ
cun,,"kʊnˠ, kʊn̪ˠ",kɔn̪
cá háit,,kɑːˈhɑːtʲ,kɑ çaitʲ
cábán,Connacht,"ˈkɑːbˠɑːnˠ, ˈkɑːbˠɑːn̪ˠ",kɑbˠən̪
cáibín,Connacht,"ˈkaːbʲiːnʲ, ˈkɑːbʲiːnʲ",caibʲən̪
cál,Connacht,kɑːlˠ,kɑl̪
cár,,,kɑːɾˠ
cé,,ceː,cɛ
céadta,Ulster; Connacht,ˈceːt̪ˠə,cɑd̪t̪ə
céas,Ulster; Connacht,ceːsˠ,cɑsˠ
céasta,Ulster; Connacht,ˈceːsˠt̪ˠə,cɑsˠt̪ə
cér,,ceːɾˠ,cəiɾʲ
cérb,,ceːɾˠbˠ,cəiɾʲbˠ
cór,,koːɾˠ,kəuɾˠ
córas,Munster; Connacht,ˈkoːɾˠəsˠ,kɔɾˠəsˠ
cóta,Munster; Connacht,ˈkoːt̪ˠə,kɔt̪ə
cú faoil,,ˌkuː ˈfˠiːlʲ,kɔ fʲæəl̪
cúig,,kuːɟ,kɪɟ
cúis,,kuːʃ,kɪʃ
cúlaí,Connacht,"ˈkuːlˠiː, ˈkuːl̪ˠiː",kɔl̪ə
cúrsa,,ˈkuːɾˠsˠə,kɔɾˠsˠə
d'ainneoin,Connacht,ˈd̪ˠan̠ʲoːnʲ,dʲain̪n̪oːən̪
d'alt,,d̪ˠal̪ˠt̪ˠ,dʲɑl̪t̪
d'fhuaigh,Connacht,d̪ˠuə,dʲfʲçuiː%1
d'fhágadar,Connacht,ˈd̪ˠɑːɡəd̪ˠəɾˠ,dʲfˠhɑgəd̪əɾˠ
d'éirigh,Connacht,ˈdʲəiɾʲiː,dʲɛɾʲiɟ
dada,,ˈd̪ˠad̪ˠə,d̪ɑd̪ə
daidithe,,ˈdˠadʲɪhə,dʲaidʲitʲçi
datha,,ˈd̪ˠahə,d̪ɑt̪hə
deara,,ˈdʲaɾˠə,dʲæɾˠə
dearg,,ˈdʲaɾˠəɡ,dʲæɾˠəg
dearmadach,,ˈdʲaɾˠ(ə)mˠəd̪ˠəx,dʲæɾˠmˠəd̪əx%1
dearna,,ˈdʲɑːɾˠn̪ˠə,dʲæɾˠn̪ə
deartháir,,"ˈdʲaɾˠhaɾʲ, ˈdʲɾʲiçaːɾʲ",dʲærtʲçiɾʲ
deasú,Connacht,ˈdʲasˠuː,dʲɑsˠə
ded,,dʲɛd̪ˠ,dʲɛdʲ
deifreach,,ˈdʲɛfʲəɾʲəx,dʲɛfʲɾʲəx%1
deineann,,ˈdʲɪnʲən̪ˠ,dʲɛn̪ən̪ˠ%1
deisealán,Connacht,ˈdʲɛʃəlˠɑːnˠ,dʲɛʃəl̪ən̪
deor,Munster; Connacht,dʲoːɾˠ,dʲoːɾˠ
dhara,Ulster; Connacht,ˈɣaɾˠə,d̪hɑɾˠə
dhearna,,ˈjɑːɾˠn̪ˠə,dʲçæɾˠn̪ə
dheinimís,,jɪnʲəˈmʲiːʃtʲ,dʲçɛn̪imʲiʃ
