díle	ˈdʲiːlʲə	ˈdʲiːlʲə	true	0
Tomás	ˈt̪ˠʊmˠaːsˠ	ˈt̪ˠʊmˠɑːsˠ	false	1
gearraim	ˈɟaɾˠəmʲ	ˈɟaːɾˠəmʲ	false	1
stiall	ˈʃtʲiəlˠ	ʃtʲiəl̪ˠ	false	2
mús	mˠuːsˠ	mˠuːsˠ	true	0
ciall	ˈciəlˠ	ciəl̪ˠ	false	2
cóta fearthainne	ˌkoːt̪ˠə ˈfʲaɾˠənʲə	ˈkoːt̪ˠə ˈfʲaɾˠhənʲə	false	2
bacán	ˈbˠɑkaːnˠ	ˈbˠukɑːnˠ	false	2
triuch	ˈtʲɾʲəx	tʲɾʲʊx	false	2
d'ith	dʲ'ˈɪ	dʲɪ(h)	false	4
tús	t̪ˠuːsˠ	t̪ˠuːsˠ	true	0
mhín	vʲiːnʲ	vʲiːnʲ	true	0
moch	mˠɔx	mˠɔx	true	0
táim	t̪ˠɑːmʲ	t̪ˠɑːmʲ	true	0
síle	ˈʃiːlʲə	ˈʃiːlʲə	true	0
iarla	ˈiəɾˠlˠə	ˈiəɾˠl̪ˠə	false	1
giall	ˈɟiəlˠ	ɟiəl̪ˠ	false	2
nid	nʲɪdʲ	n̠ʲɪdʲ	false	1
míle	ˈmʲiːlʲə	ˈmʲiːlʲə	true	0
sacán	ˈsˠɑkaːnˠ	ˈsˠɑkɑːn̪ˠ	false	2
ina dhiaidh sin	ˌɪn̪ˠə jiə ˈʃɪnʲ	ɪnˠə ˈjiə ʃinʲ	false	5
grian-	ˈɟɾʲiən̪ˠ-	ɟɾʲiənʲ	false	4
orla	ˈɔɾˠlˠə	ˈɔːɾˠl̪ˠə	false	2
-im	-ɪmʲ	əmʲ	false	2
glan	ɡlˠɑn̪ˠ	ɡlˠɑnˠ	false	1
anocht	ˈɑn̪ˠəxt̪ˠ	əˈn̪ˠɔxt̪ˠ	false	3
dín	dʲiːnʲ	dʲiːnʲ	true	0
dtiocfainn	ˈdʲʊkfˠənʲ	dʲʊkən̠ʲ	false	4
tolg	t̪ˠɔl̪ˠɡ	ˈt̪ˠɔlˠəɡ	false	3
urla	ˈʊɾˠlˠə	ˈuːɾˠl̪ˠə	false	3
bean sí	bʲanʲ ˈʃiː	bʲanˠ ʃiː	false	2
seaicéad	ˈʃaceːd̪ˠ	ˈʃaceːd̪ˠ	true	0
