word,tags,ipa,results
bosca,,ˈbˠɔsˠkə,bˠʊsˠkʊ̽
boscaí,Connacht,ˈbˠɔsˠkiː,bˠʊsci
both,,bˠɔ(h),bˠʊt
bothán,Connacht,ˈbˠɔhɑːnˠ,bˠʊt̪hʊ̽n̪
bothóg,Connacht,ˈbˠɔhoːɡ,bˠʊt̪hʊ̽g
bp,,"bʲ, bˠ",bˠpˠ
bpeacaí,Connacht,ˈbʲakiː,bpʲɑci
bpeata,,ˈbʲat̪ˠə,bpʲɑt̪ə
bpian,,bʲiənˠ,bpʲiən̪
bpianta,,ˈbʲiən̪ˠt̪ˠə,bpʲiən̪t̪ə
bpingin,Ulster; Connacht,bʲiːn̠ʲ,bpʲɪnɟən̪
bpáipéar,Connacht,ˈbˠɑːpʲeːɾˠ,bpʲaipʲəɾˠ
bpáiste,Munster; Connacht,ˈbˠɑːʃtʲə,bpʲaiʃtʲi
bpáistí,Connacht,ˈbˠɑːʃtʲiː,bpʲaiʃtʲi
bpéin,,bʲeːnʲ,bpʲɛn̪
brabúsach,Connacht,ˈbˠɾˠabˠuːsˠəx,bˠɾˠabˠəsˠəx
brachán,Connacht,"ˈbˠɾˠaxɑːnˠ, ˈbˠɾˠaxɑːn̪ˠ",bˠɾˠakhən̪
braichlis,,ˈbˠɾˠaiç.lʲɪʃ,bɾʲaichl̪iʃ
braistint,,ˈbˠɾˠɑʃtʲənʲtʲ,bɾʲaiʃtʲən̪t̪
braiteach,Connacht,ˈbˠɾˠatʲəx,bɾʲaitʲəx
brandaí,,ˈbˠɾˠan̪ˠd̪ˠiː,bˠɾˠandʲi
braon,Ulster; Connacht,bˠɾˠiːnˠ,bˠɾˠaən̪
breab,,bʲɾʲabˠ,bɾʲɑbˠ
breac,,bʲɾʲak,bɾʲɑk
breaca,,ˈbʲɾʲakə,bɾʲɑkə
breactar,,ˈbʲɾʲakt̪ˠəɾˠ,bɾʲɑkt̪əɾˠ
breacán,Connacht,"ˈbʲɾʲakɑːnˠ, ˈbʲɾʲakɑːn̪ˠ",bɾʲɑkən̪
breall,,bʲɾʲal̪ˠ,bɾʲɑl̪l̪
breilsce,,ˈbʲɾʲɪl̠ʲʃcɪ,bɾʲɛl̪sci
breise,,ˈbʲɾʲɛʃə,bɾʲɛʃi
breithiúnais,Connacht,ˈbʲɾʲɛhuːnˠəʃ,bɾʲɛtʲçiən̪iʃ
breithiúnas,Connacht,ˈbʲɾʲɛhuːnˠəsˠ,bɾʲɛtʲçiən̪əsˠ
breoim,Munster; Connacht,bʲɾʲoːmʲ,bɾʲoːimʲ
breoite,Munster; Connacht,ˈbʲɾʲoːtʲə,bɾʲoːitʲi
breoiteacht,Munster; Connacht,ˈbʲɾʲoːtʲəxt̪ˠ,bɾʲoːitʲəkht̪
breá,Munster; Connacht,bʲɾʲɑː,bɾʲæ
brice,,ˈbʲɾʲɪcɪ,bɾʲɪci
bricfeasta,,ˈbʲɾʲɪcˌfʲasˠt̪ˠə,bɾʲɪcfʲəsˠt̪ə
bricfásta,,ˈbʲɾʲɪcfˠɑːsˠt̪ˠə,bɾʲɪcfˠəsˠt̪ə
brionglóid,Connacht,"ˈbʲɾʲɪŋlˠoːdʲ, ˈbʲɾʲɪŋl̪ˠoːdʲ",bˠɾˠɪn̪gl̪idʲ
briota,,ˈbʲɾʲɨ̞t̪ˠə,bˠɾˠɪt̪ə
brise,,ˈbʲɾʲɪʃə,bɾʲɪʃi
briseanna,,ˈbʲɾʲɪʃən̪ˠə,bɾʲɪʃən̪n̪ə
brisfidh,Connacht,"ˈbʲɾʲɪʃiː, ˈbʲɾʲɪʃə",bɾʲɪʃfʲidʲ
brisid,,ˈbʲɾʲɪʃɪdʲ,bɾʲɪʃidʲ
brisim,Munster; Connacht,ˈbʲɾʲɪʃəmʲ,bɾʲɪʃimʲ
briste,,ˈbʲɾʲɪʃtʲə,bɾʲɪʃtʲi
bristeacha,,ˈbʲɾʲɪʃtʲəxə,bɾʲɪʃtʲəkhə
broc,,bˠɾˠɔk,bˠɾˠʊk
broc-chú,,ˈbˠɾˠɔkˌxuː,bˠɾˠʊkkhʊ̽
brocach,Connacht,ˈbˠɾˠokəx,bˠɾˠʊkəx
brod,,bˠɾˠod̪ˠ,bˠɾˠʊd̪
broic,,bˠɾˠɪc,bɾʲɛc
brollach,Connacht,ˈbˠɾˠɔl̪ˠəx,bˠɾˠʊl̪l̪əx
bromach,Connacht,"ˈbˠɾˠɔmˠəx, ˈbˠɾˠʊmˠəx",bˠɾˠʊmˠəx
bronnaim,Munster; Connacht,"ˈbˠɾˠɔn̪ˠəmʲ, ˈbˠɾˠʌn̪ˠəmʲ",bˠɾˠʊn̪n̪imʲ
bronntanas,Connacht,"ˈbˠɾˠuːn̪ˠt̪ˠənˠəsˠ, ˈbˠɾˠuːn̪ˠt̪ˠən̪ˠəsˠ",bˠɾˠʊn̪n̪t̪ʊ̽n̪ʊ̽sˠ
brosna,,ˈbˠɾˠɔsˠn̪ˠə,bˠɾˠʊsˠn̪ʊ̽
brostaigh,Connacht,ˈbˠɾˠʊsˠt̪ˠə,bˠɾˠʊstʲiː
bruach,Ulster; Munster; Connacht,bˠɾˠuəx,bˠɾˠʊəx
bruite,,ˈbˠɾˠɪtʲə,bˠɾˠɪtʲi
bruscar,,ˈbˠɾˠʊsˠkəɾˠ,bˠɾˠʊsˠkʊ̽ɾˠ
bruth,,bˠɾˠʊ(h),bˠɾˠʊt
bruíon,,bˠɾˠiːnˠ,bˠɾˠʊʊ̽n̪
brá,Munster; Connacht,bˠɾˠɑː,bˠɾˠa
brách,Munster; Connacht,bˠɾˠɑːx,bˠɾˠəx
brád,Munster; Connacht,bˠɾˠɑːd̪ˠ,bˠɾˠad̪
brádán,Connacht,"ˈbˠɾˠɑːd̪ˠɑːnˠ, ˈbˠɾˠɑːd̪ˠɑːn̪ˠ",bˠɾˠad̪ən̪
bráid,Munster; Connacht,bˠɾˠɑːdʲ,bɾʲaidʲ
bráithre,,ˈbˠɾˠɑːɾʲə,bɾʲaitʲhɾʲi
bráthair,,ˈbˠɾˠɑːhəɾʲ,bˠɾˠatʲçiɾʲ
bréag,Ulster; Connacht,bʲɾʲeːɡ,bɾʲɑg
bréagach,Connacht,ˈbʲɾʲeːɡəx,bɾʲɑgəx
bréagfholt,,ˈbʲɾʲeːɡˌɔl̪ˠt̪ˠ,bɾʲɑgfˠhəl̪t̪
bréagán,Connacht,ˈbʲɾʲeːɡɑːnˠ,bɾʲɑgən̪
bréan,Ulster; Connacht,bʲɾʲeːnˠ,bɾʲɑn̪
bréidín,Ulster; Connacht,ˈbʲɾʲeːdʲiːnʲ,bɾʲɛdʲən̪
bréig,,bʲɾʲeːɟ,bɾʲɛɟ
bréige,,ˈbʲɾʲeːɟɪ,bɾʲɛɟi
brí,,bʲɾʲiː,bɾʲɪ
bríce,,ˈbʲɾʲiːcɪ,bɾʲɪci
bríste,,ˈbʲɾʲiːʃtʲə,bɾʲɪʃtʲi
bró,Munster; Connacht,bˠɾˠoː,bˠɾˠʊ
bród,,ˈbˠɾˠoːd̪ˠ,bˠɾˠʊd̪
bródúil,Connacht,ˈbˠɾˠoːd̪ˠuːlʲ,bˠɾˠʊd̪ʊ̽l̪
bróg,Munster; Connacht,bˠɾˠoːɡ,bˠɾˠʊg
bróga,Connacht,ˈbˠɾˠoːɡiː,bˠɾˠʊgʊ̽
bróga,Munster; Connacht,ˈbˠɾˠoːɡə,bˠɾˠʊgʊ̽
bróig,,bˠɾˠoːɟ,bɾʲɛɟ
bróige,,ˈbˠɾˠoːɟɪ,bɾʲɛɟi
bróin,,bˠɾˠoːnʲ,bɾʲɔn̪
brú,,bˠɾˠuː,bˠɾˠʊ
brúim,,bˠɾˠuːmʲ,bˠɾˠɪmʲ
brúite,,ˈbˠɾˠuːtʲə,bˠɾˠɪtʲi
brúitín,Connacht,ˈbˠɾˠuːtʲiːnʲ,bˠɾˠɪtʲən̪
brúnn,,bˠɾˠuːn̪ˠ,bˠɾˠʊn̪n̪
bua,,bˠuə,bˠua
buabhall,Ulster; Connacht,ˈbˠuəwəl̪ˠ,bˠuabˠhəl̪l̪
buachaill,Connacht,ˈbˠuəxəl̠ʲ,bˠuacçəl̪l̪
buachaillí,,ˈbuəxəlʲiː,bˠuacçəl̪l̪ə
buachalla,,ˈbˠuəxəl̪ˠə,bˠuakhəl̪l̪ə
buachalán,Connacht,"ˈbˠuəxəlˠɑːnˠ, ˈbˠuəxəl̪ˠɑːn̪ˠ",bˠuakhəl̪ən̪
buaf,,bˠuəfˠ,bˠuafˠ
buail,,"bˠuəlʲ, bˠɔlʲ",bʲuaəl̪
buail an t-iarann te,,bˠuəlʲ ə tʲiəɾˠən̪ˠ tʲɛ,bʲuaəl̪ an̪ tiəɾˠən̪ˠ tʲɛ
buaile,,ˈbˠuəlʲə,bʲuaəl̪ə
buaileann,,ˈbˠuəlʲən̪ˠ,bʲuaəl̪ən̪ˠ
buailim,Munster; Connacht,ˈbˠuəlʲəmʲ,bʲuaəl̪imʲ
buailte,,ˈbˠuəl̠ʲtʲə,bʲuaəltʲi
buailteacha,,ˈbˠuəlʲtʲəxə,bʲuaəltʲəkhə
buain,,ˈbˠuənʲ,bʲuaən̪
buaine,Munster; Connacht,ˈbˠuənʲə,bʲuaən̪ə
buairt,,bˠuəɾˠtʲ,bʲuaiɾʲt̪
bualadh,,ˈbˠɔl̪ˠə,bˠual̪ə
buan,Connacht,bˠuənˠ,bˠuan̪
buan,Munster; Connacht,bˠuən̪ˠ,bˠuan̪
buana,,ˈbˠuənˠə,bˠuan̪ə
buanfas,Connacht,ˈbˠuənˠfˠəsˠ,bˠuan̪fˠəsˠ
buarach,Munster; Connacht,ˈbˠuəɾˠəx,bˠuaɾˠəx
buartha,Munster; Connacht,ˈbˠuəɾˠhə,bˠuaɾˠt̪hə
buarán,,ˈbˠuəɾˠaːnˠ,bˠuaɾˠən̪
buatais,,ˈbˠuət̪ˠəʃ,bˠuatʲiʃ
buataisí,,ˈbˠuət̪ˠəʃiː,bˠuatʲiʃi
buicéad,Connacht,ˈbˠʊceːd̪ˠ,bˠɪcəd̪
buidéal,Connacht,"ˈbˠɪdʲeːlˠ, ˈbˠɪdʲeːl̪ˠ, ˈbˠʊdʲeːlˠ, ˈbˠʊdʲeːl̪ˠ",bˠɪdʲəl̪
buidéil,Connacht,ˈbˠɪdʲeːlʲ,bˠɪdʲəl̪
buile,,ˈbˠɪlʲə,bˠɪl̪ə
buille,,,bˠɪl̪l̪ə
buille,Ulster; Connacht,ˈbˠɪl̠ʲə,bˠɪl̪l̪ə
buime,,ˈbˠɪmʲə,bˠɪmʲi
buin,,bˠɪnʲ,bˠɪn̪
buinne,,ˈbˠɪn̠ʲə,bˠɪn̪n̪ə
buinneach,Connacht,ˈbˠɪn̠ʲəx,bˠɪn̪n̪əx
bun,Munster; Connacht,bˠun̪ˠ,bˠʊn̪
bun ribe,,bˠʌnˠ ˈɾˠɨ̞bʲə,bˠʊn̪ ɾʲɪbʲi
bunadh,Connacht,ˈbˠunˠuː,bˠʊn̪ə
bunaigh,,bˠʊnˠiː,bˠʊn̪iː
bunaitheoir,Connacht,ˈbˠunˠahoːɾʲ,bˠʊn̪itʲçoːiɾʲ
bunscoil,,ˈbˠʊnˠˌsˠkɛlʲ,bˠʊn̪scʊ̽l̪
buntáiste,Connacht,ˈbˠʊn̪ˠt̪ˠɑːʃtʲə,bˠʊntʲiʃtʲi
buntús,,ˈbˠunˠ.ˈtˠuːsˠ,bˠʊn̪t̪ʊ̽sˠ
bunábhar,Connacht,ˈbˠʊnˠˌɑːwəɾˠ,bˠʊn̪ʊ̽bˠhʊ̽ɾˠ
bunú,,bˠʊn̪uː,bˠʊn̪ʊ̽
bunús,Connacht,ˈbʊnˠuːsˠ,bˠʊn̪ʊ̽sˠ
bunúsach,Connacht,ˈbʊn̪ˠuːsˠəx,bˠʊn̪ʊ̽sˠəx
burla,,ˈbˠuːrˠl̪ˠə,bˠʊɾˠl̪ʊ̽
busanna,,ˈbˠʊsˠən̪ˠə,bˠʊsˠʊ̽n̪n̪ʊ̽
busta,,ˈbˠʊsˠt̪ˠə,bˠʊsˠt̪ʊ̽
buí,,,bˠɪ
buí,Munster; Connacht,bˠiː,bˠɪ
buíoch,Ulster; Connacht,bˠiːx,bˠʊʊ̽k
buíocha,,ˈbˠiːxə,bˠʊʊ̽khʊ̽
buíochas,Ulster; Connacht,"ˈbˠiəxəsˠ, ˈbˠiːxəsˠ",bˠʊʊ̽khʊ̽sˠ
buíocháin,Connacht,ˈbˠiəxɑːnʲ,bˠʊicçʊ̽n̪
buíochán,Connacht,ˈbˠiəxɑːnˠ,bˠʊʊ̽khʊ̽n̪
buíocán,Connacht,"ˈbˠiːkɑːnˠ, ˈbˠiːkɑːn̪ˠ",bˠʊʊ̽kʊ̽n̪
buíon,,bˠiːnˠ,bˠʊʊ̽n̪
buíonna,,ˈbˠiːn̪ˠə,bˠʊʊ̽n̪n̪ʊ̽
bá,Munster; Connacht,bˠɑː,bˠa
bácáil,Connacht,ˈbˠɑːkɑːlʲ,bˠacəl̪
bácús,Connacht,ˈbˠɑːkuːsˠ,bˠakəsˠ
bád,Munster; Connacht,bˠɑːd̪ˠ,bˠad̪
bádóir,Connacht,ˈbˠɑːd̪ˠoːɾʲ,bˠadʲiɾʲ
bádóireacht,Connacht,ˈbˠɑːdoːɾʲəxt̪ˠ,bˠadʲiɾʲəkht̪
bádóra,Connacht,ˈbˠɑːd̪ˠoːɾˠə,bˠad̪əɾˠə
báid,Munster; Connacht,bˠɑːdʲ,bʲaidʲ
báille,,ˈbˠɑːl̠ʲə,bʲail̪l̪ə
báine,Munster; Connacht,ˈbˠɑːnʲə,bʲain̪ə
báinín,Connacht,ˈbˠɑːnʲiːnʲ,bʲain̪ən̪
báire,Munster; Connacht,ˈbˠɑːɾʲə,bʲaiɾʲi
báirseach,,ˈbˠaːɾˠʃəx,bʲaiɾʲʃəx
báis,Munster; Connacht,bˠɑːʃ,bʲaiʃ
báisteach,Munster; Connacht,ˈbˠɑːʃtʲəx,bʲaiʃtʲəx
báistí,,ˈbˠaːʃtʲiː,bʲaiʃtʲi
báisín,Connacht,ˈbˠɑːʃiːnʲ,bʲaiʃən̪
báite,Munster; Connacht,ˈbˠɑːtʲə,bʲaitʲi
bál,Munster; Connacht,bˠɑːlˠ,bˠal̪
bámhar,Connacht,ˈbˠɑːwəɾˠ,bˠamˠhəɾˠ
bán,Connacht,bˠɑːnˠ,bˠan̪
bán,Munster; Connacht,bˠɑːn̪ˠ,bˠan̪
bánaigh,Connacht,"ˈbˠɑːnˠə, ˈbˠɑːn̪ˠə",bˠan̪iː
bás,Munster; Connacht,bˠɑːsˠ,bˠasˠ
báthair,,ˈbɑːhəɾʲ,bˠatʲçiɾʲ
bé,,bʲeː,bʲɛ
béala,Ulster; Connacht,ˈbʲeːlˠə,bʲɑl̪ə
béar,,bʲeːɾˠ,bʲɑːɾˠ
béarla,Ulster; Connacht,ˈbʲeːɾˠl̪ˠə,bʲæɾˠl̪ə
béas,Ulster; Connacht,bʲeːsˠ,bʲɑsˠ
béasach,Connacht,ˈbʲeːsˠəx,bʲɑsˠəx
béic,,bʲeːc,bʲɛc
béil,,bʲeːlʲ,bʲɛl̪
béile,,ˈbʲeːlʲə,bʲɛl̪ə
béim,,bʲeːmʲ,bʲiːmʲ
bí,,bʲiː,bʲɪ
bíchearb,,ˈbʲiːçəɾˠəbˠ,bʲɪcçəɾˠbˠ
bícéips,Connacht,ˈbʲiːceːpʲʃ,bʲɪcipʲsˠ
bíd,,bʲiːdʲ,bʲɪdʲ
bídís,,ˈbʲiːdʲiːʃ,bʲɪdʲiʃ
bígí,,ˈbʲi(ː)ɟiː,bʲɪɟi
bímid,,bʲiːmʲədʲ,bʲɪmʲədʲ
bímis,,ˈbʲiːmʲəʃ,bʲɪmʲiʃ
bíonn,,bʲiːn̪ˠ,bˠɪn̪n̪
bíonn cluasa ar an gcoill,,bʲiːən̪ˠ kl̪ˠuəsˠə ɛɾˠ ən̪ˠ ɡəlʲ,bˠɪn̪n̪ kl̪uasˠə ɑːɾˠ an̪ gcɔl̪l̪
bír,,bʲiːɾʲ,bʲəiɾʲ
bís,,bʲiːʃ,bʲɪʃ
bítear,,bʲiːtʲəɾˠ,bʲɪtʲəɾˠ
bó,Munster; Connacht,bˠoː,bˠʊ
bóithre,,"ˈbˠoːhɾʲə, ˈbˠoːɾʲhə, ˈbˠoːɾʲə",bʲɛtʲhɾʲi
bóithrí,,ˈbˠoːɾʲiː,bʲɛtʲhɾʲi
bóithrín,Connacht,ˈbˠoːhɾʲiːnʲ,bʲɛtʲhɾʲən̪
bólacht,,ˈbˠoːlˠəxt̪ˠ,bˠʊl̪ʊ̽kht̪
bóthair,Munster; Connacht,ˈboːhəɾʲ,bˠɛtʲçiɾʲ
bóthar,,ˈbˠoːhəɾˠ,bˠʊt̪hʊ̽ɾˠ
bóín Dé,,ˈbˠoːiːnʲ ˈdʲeː,bʲɔn̪ dʲɛ
bú,,bˠuː,bˠʊ
búch,,bˠuːx,bˠʊk
búir,,bˠuːɾʲ,bˠəiɾʲ
búistéara,,ˈbˠuːʃtʲeːɾˠə,bˠɪʃtʲəɾˠə
bútarach,Munster; Connacht,ˈbˠuːt̪ˠəɾˠəx,bˠʊt̪ʊ̽ɾˠəx
cab,,"kabˠ, kɑbˠ",kabˠ
cabaire,,"ˈkabˠəɾʲə, ˈkɑbˠəɾʲə",kabʲiɾʲi
cabaireacht,,ˈkɑbˠəɾʲəxt̪ˠ,kabʲiɾʲəkht̪
cabhail,,ˈkau(ə)lʲ,kabʲçəl̪
cabhantar,,ˈkəun̪ˠt̪ˠəɾˠ,kabˠhən̪t̪əɾˠ
cabhrach,,ˈkəuɾˠəx,kabˠhɾˠəx
cabhsa,,ˈkausˠə,kabˠhsˠə
cac,,"kak, kɑk",kak
cacht,,kaxt̪ˠ,kakht̪
cad,,"kad̪ˠ, kəd̪ˠ",kad̪
cad chuige,,"kəˈt̪ˠiɟə, kəˈt̪ˠiː(j)ə, kəˈt̪ˠɨɟə, ɡəˈt̪ˠiɟə, ɡəˈt̪ˠiː(ə)",kad̪ khɪɟi
cad is ainm duit,,kad̪ˠ əs ˈanʲəmʲ d̪ˠɪtʲ,kad̪ ɪʃ ain̪mˠ d̪ɪtʲ
cad é,,kəd̪ˠˈeː,kad̪ ɛ
cadhnra,,ˈkəinˠɾˠə,kad̪hn̪ɾˠə
cadhnraí,,ˈkəinˠɾˠiː,kad̪hnɾʲi
cadán,Connacht,"ˈkad̪ˠɑːnˠ, ˈkad̪ˠɑːn̪ˠ",kad̪ən̪
cafarr,,ˈkafˠəɾˠ,kafˠəɾˠɾˠ
caibléara,,"ˈkabʲəlʲeːɾˠə, ˈkɑbʲlʲeːɾˠə",caibʲl̪əɾˠə
caidhp bháis,Connacht,ˌkaipʲ ˈwɑːʃ,caidʲhpˠ bʲçaiʃ
caife,,"ˈkafʲə, ˈkɑfʲə",caifʲi
caifé,,ˈkafʲeː,caifʲi
caighdeán,Connacht,ˈkəidʲɑːnˠ,caiɟhdʲən̪
caighdeánach,Connacht,ˈkəidʲɑːnˠəx,caiɟhdʲən̪əx
cailc,,kalʲc,cail̪ək
cailce,,ˈkalʲcə,cailci
cailceanna,,ˈkalʲkʲənə,cailcən̪n̪ə
cailleach,Connacht,ˈkal̠ʲəx,cail̪l̪əx
cailleadh,Cois-Fharraige; Connacht,ˈkaːl̠ʲuː,cail̪l̪ə
cailleadh,Mayo; Connacht,ˈkal̠ʲuː,cail̪l̪ə
caillim,Connacht,ˈkal̠ʲəmʲ,cail̪l̪imʲ
cailín,Connacht,ˈkalʲiːnʲ,cail̪ən̪
cailíní,Connacht,ˈkalʲiːnʲiː,cail̪ən̪ə
cailíní,Cois-Fharraige; Connacht,ˈkaːlʲiːnʲiː,cail̪ən̪ə
caimseog,,ˈkamʲʃoːɡ,cɪmʲʃoːg
caint,Connacht,"kanʲtʲ, kan̠ʲtʲ",cain̪t̪
caint,Cois-Fharraige; Connacht,kaːn̠ʲtʲ,cain̪t̪
cainte,,ˈkan̠ʲtʲə,caintʲi
cainteanna,,kan̠ʲtʲənə,caintʲən̪n̪ə
caintím,Connacht,ˈkanʲtʲiːmʲ,caintʲimʲ
caipín,Connacht,ˈkapʲiːnʲ,caipʲən̪
cairde,,"ˈkaːɾˠdʲə, ˈkɑːɾˠdʲə",caiɾʲdʲi
cairdeach,Munster; Connacht,ˈkɑːrdʲəx,caiɾʲdʲəx
cairdeas,Munster; Connacht,ˈkɑːɾˠdʲəsˠ,caiɾʲdʲəsˠ
cairdiúil,Connacht,ˈkɑːɾˠdʲuːlʲ,caiɾʲdʲiəl̪
cairn,Munster; Connacht,kɑːɾˠn̠ʲ,cɑːɾʲn̪
cairr,,kaːɾˠ,cɑːɾʲɾˠ
cairt,,"kaɾˠtʲ, kæɾˠtʲ, kɑɾˠtʲ",cɑːɾʲt̪
cairéad,Connacht,ˈkaɾʲeːd̪ˠ,caiɾʲəd̪
cairéalaí,Munster; Connacht,kəˈɾʲeːl̪ˠiː,caiɾʲəl̪ə
cais,,kaʃ,caiʃ
caiseal,,"ˈkaʃəlˠ, ˈkaʃəl̪ˠ",caiʃəl̪
caisearbhán,Connacht,ˈkaʃəɾˠwaːn̪ˠ,caiʃəɾˠbˠhən̪
caisearbhán,Mayo; Connacht,ˈkaʃl̠ʲəwaːnˠ,caiʃəɾˠbˠhən̪
caisleán,Connacht,ˈkiʃlʲɑːnˠ,caiʃl̪ən̪
caite,,ˈkatʲə,caitʲi
caith,Connacht,ka,caitʲ
caitheann,,ˈkahən̪ˠ,caitʲçən̪ˠ
caithfidh,Connacht,kaː,caitʲhfʲidʲ
caithfidh,Aran; Connacht,ˈkafʲə,caitʲhfʲidʲ
caithfidh,Cois-Fharraige; Connacht,ka,caitʲhfʲidʲ
caithfidh,Mayo; Connacht,ˈkɑihə,caitʲhfʲidʲ
caithim,,ˈkahəmʲ,caitʲçimʲ
caithirín,,ˈkahəˌɾʲiːnʲ,caitʲçiɾʲən̪
caithne,,ˈkahnʲə,caitʲhn̪ə
caitín,Ulster; Connacht,ˈkatʲiːnʲ,caitʲən̪
calma,,"ˈkalˠəmˠə, ˈkal̪ˠəmˠə",kal̪mˠə
camall,,ˈkamˠəl̪ˠ,kamˠəl̪l̪
camán,,kaˈmaːn,kamˠən̪
can,,"kanˠ, kan̪ˠ",kan̪
cana,,ˈkanˠə,kan̪ə
canach,Connacht,ˈkanˠəx,kan̪əx
cangail,,ˈkaŋɡəlʲ,kanɟəl̪
canna,,"ˈkan̪ˠə, ˈkɑn̪ˠə",kan̪n̪ə
cantal,,ˈkanˠtˠəl̪ˠ,kan̪t̪əl̪
cantalach,Connacht,ˈkan̪ˠt̪ˠəlˠəx,kan̪t̪əl̪əx
canáil,Connacht,ˈkanˠɑːlʲ,kan̪əl̪
canúint,Connacht,"ˈkanˠuːn̠ʲtʲ, ˈkɑnwənʲtʲ, ˈkɑnˠuːn̠ʲtʲ",kan̪ən̪t̪
canúnach,Connacht,ˈkanˠuːnˠəx,kan̪ən̪əx
caobach,Connacht,ˈkiːbˠəx,kaəbˠəx
caoch,Ulster; Connacht,kiːx,kaək
caoga,Ulster; Connacht,ˈkiːɡə,kaəgə
caogad,Ulster; Connacht,ˈkiːɡəd̪ˠ,kaəgəd̪
caogaidí,Connacht,ˈkiːɡədʲiː,kaiɟidʲi
caoi,,kiː,cæə
caoiche,,ˈkiːçə,cæicçi
caoile,,ˈkiːlʲə,cæəl̪ə
caoimhe,Ulster; Connacht,ˈkiːvʲə,cæimʲçi
caoin,,kiːnʲ,cæən̪
caoine,,ˈkiːnʲə,cæən̪ə
caoineas,,ˈkiːnʲəsˠ,cæən̪əsˠ
caoire,,ˈkiːɾʲə,cæiɾʲi
caol,Ulster; Connacht,"kiːlˠ, kiːl̪ˠ",kaəl̪
caolas,Ulster; Connacht,"ˈkiːlˠəsˠ, kʰɰiːlˠəsˠ",kaəl̪əsˠ
caolú,Connacht,ˈkiːlˠuː,kaəl̪ə
caomh,Connacht,kiːvˠ,kaəm
caomhnú,Connacht,ˈkˠiːnˠuː,kaəmˠhn̪ə
caonach,Connacht,ˈkiːnˠəx,kaən̪əx
caor,,"kiːɾʲ, kɯːɾˠ",kaəɾˠ
caor,Connacht,kiːɾˠ,kaəɾˠ
caora,Ulster; Munster; Connacht,ˈkiːɾˠə,kaəɾˠə
caorthann,Ulster; Connacht,ˈkiːɾˠhən̪ˠ,kaəɾˠt̪hən̪ˠ
caorán,Connacht,ˈkiːɾˠan̪ˠ,kaəɾˠən̪
caorán,Ulster; Connacht,ˈkiːɾˠanˠ,kaəɾˠən̪
capaill,,ˈkapˠəl̪ʲ,kapʲəl̪l̪
capaillín,Connacht,ˈkapˠəl̠ʲiːnʲ,kapʲəl̪l̪ən̪
capall,,"ˈkapˠəl̪ˠ, ˈkɑpˠəl̪ˠ",kapˠəl̪l̪
car,,karˠ,kɑːɾˠ
cara,,"ˈkaɾˠə, ˈkɑɾˠə",kaɾˠə
carachtair,,ˈkaɾˠəxt̪ˠəɾʲ,kaɾˠəkhtʲiɾʲ
carachtar,,ˈkaɾˠəxt̪ˠəɾˠ,kaɾˠəkht̪əɾˠ
caraid,,"ˈkaɾˠədʲ, ˈkɑɾˠədʲ",kaɾʲidʲ
caraos,Connacht,ˈkaɾˠiːsˠ,kaɾˠəəsˠ
carbad,,"ˈkaɾˠəbˠəd̪ˠ, ˈkɑɾˠəbˠəd̪ˠ",kaɾˠbˠəd̪
carbaid,,ˈkaɾˠəbˠədʲ,karbʲidʲ
carball,,ˈkaɾˠəbˠəl̪ˠ,kaɾˠbˠəl̪l̪
carbhat,Connacht,kɑɾˠəˈwɑt̪ˠə,kaɾˠbˠhət̪
carbán,Connacht,ˈkarˠbˠɑːnˠ,kaɾˠbˠən̪
carbón,Connacht,ˈkaɾˠ(ə)bˠoːnˠ,kaɾˠbˠən̪
carbónach,Connacht,ˈkaɾˠ(ə)bˠoːn̪ˠəx,kaɾˠbˠən̪əx
carcair,,ˈkaɾˠkəɾʲ,karciɾʲ
carda,,"ˈkaːɾˠd̪ˠə, ˈkɑːɾˠd̪ˠə",kaɾˠd̪ə
cardáil,Connacht,ˈkɑːɾˠd̪ˠɑːlʲ,kardʲəl̪
carr,,,kɑːɾˠɾˠ
carr,Munster; Connacht,kɑːɾˠ,kɑːɾˠɾˠ
carr,Ulster; Munster; Connacht,kaːɾˠ,kɑːɾˠɾˠ
carr patróil,Connacht,ˌkɑːɾˠ ˈpat̪ˠɾˠoːl̠ʲ,kɑːɾˠɾˠ pˠatɾʲəl̪
carraig,Munster; Connacht,"ˈkaɾˠɪɟ, ˈkɑɾˠɪɟ",karɾʲiɟ
carraig,Cois-Fharraige; Munster; Connacht,ˈkaːɾˠɪɟ,karɾʲiɟ
carraige,Munster; Connacht,"ˈkaɾˠəɟə, ˈkɑɾˠəɟə",karɾʲiɟi
carraige,Cois-Fharraige; Munster; Connacht,ˈkaːɾˠiɟə,karɾʲiɟi
carraigeach,Connacht,"ˈkaɾʲəɟəx, ˈkɑɾʲəɟəx",karɾʲiɟəx
carraigreacha,,ˈkaɾˠɪɟɾʲəxiː,karɾʲiɟɾʲəkhə
carraigín,Connacht,ˈkaɾˠɪɟiːnʲ,karɾʲiɟən̪
carria,Connacht,ˈkaɾˠiː,karɾʲi
carráiste,Connacht,ˈkɞɾˠɑːʃtʲə,karɾʲiʃtʲi
carráistí,Connacht,ˈkɞɾˠɑːʃtʲiː,karɾʲiʃtʲi
cart,,kɑɾˠt̪ˠ,cɑːɾˠt̪
