líneach	ˈlʲiːnʲəx	ˈl̠ʲiːnʲəx	false	1
faoi dhó	fˠiːˈɣoː	fˠiː ˈɣoː	false	1
Cléire	ˈclʲeːɾʲə	ˈclʲeːɾʲə	true	0
proifisiúnta	ˈpˠɾˠɛfʲəʃuːn̪ˠt̪ˠə	pˠɾˠɔˈfʲɛʃun̪ˠt̪ˠə	false	5
eif	ɛfʲ	ɛfʲ	true	0
triall	ˈtʲɾʲiəlˠ	tʲɾʲiəl̪ˠ	false	2
gair	ɡɛɾʲ	ɡɛɾʲ	true	0
bréige	ˈbʲɾʲeːɟɪ	ˈbʲɾʲeːɟɪ	true	0
fhásas	ˈɑːsˠəsˠ	ˈɑːsˠəsˠ	true	0
-ígí	-ˈiːɟiː	iːɟiː	false	2
sagart	ˈsˠaɡəɾˠt̪ˠ	ˈsˠaːɡəɾˠt̪ˠ	false	1
bpingin	ˈbʲɪɲənʲ	bʲiːn̠ʲ	false	5
hair	haɾʲ	haɾʲ	true	0
bhfuair	ˈwuəɾʲ	wuəɾʲ	false	1
mair	mˠaɾʲ	mˠaɾʲ	true	0
daichead	ˈd̪ˠaçəd̪ˠ	ˈd̪ˠa.çəd̪ˠ	false	1
i gceist	əˈɟɛʃtʲ	ə ˈɟɛʃtʲ	false	1
bhreab	vʲɾʲabˠ	vʲɾʲabˠ	true	0
doiligh	ˈd̪ˠɛlʲə	ˈd̪ˠɛlʲiː	false	2
uair	ˈuəɾʲ	uəɾʲ	false	1
sagartúil	ˈsˠaɡəɾˠt̪ˠúlʲ	ˈsˠaɡəɾˠt̪ˠuːlʲ	false	2
coisin	ˈkɔʃɪnʲ	ˈkɔʃɪnʲ	true	0
sléibh	ʃlʲeːvʲ	ʃl̠ʲeːvʲ	false	1
caiseal	ˈkaʃəlˠ	ˈkaʃəlˠ	true	0
deimhin	ˈdʲeiiːənʲ	ˈdʲɪvʲənʲ	false	4
cnoga	ˈkɾˠɔɡə	ˈknˠuɡə	false	2
scríobh	ʃcɾʲiːvʲ	ʃcɾʲiːw	false	2
ngaranna	ˈŋaɾˠən̪ˠə	ˈŋaɾˠən̪ˠə	true	0
céibhe	ˈceːvʲə	ˈceːvʲə	true	0
lucht	lˠʊxt̪ˠ	l̪ˠʊxt̪ˠ	false	1
cíb	ciːbʲ	ˈciːbʲ	false	1
ruaig	ˈɾˠuəɟ	ɾˠuəɟ	false	1
cloig	klˠɪɟ	klˠɪɟ	true	0
draíochta	ˈd̪ˠɾˠiːəxt̪ˠə	ˈd̪ˠɾˠiəxt̪ˠə	false	1
ducht	d̪ˠʊxt̪ˠ	d̪ˠʊxt̪ˠ	true	0
inne	ˈɪnʲə	ˈɪn̠ʲə	false	1
suaimhneas	ˈsˠuənʲəsˠ	ˈsˠiːmʲnʲəsˠ	false	4
Fhionlainn	ˈɪn̪ˠlˠənʲ	ˈɪnlˠən̠ʲ	false	3
gnéas	ɟɾʲeːsˠ	ɟɾʲeːsˠ	true	0
fraoch	fˠɾˠiːx	fˠɾˠiːx	true	0
péacóg	ˈpʲeːkoːɡ	ˈpʲeːkoːɡ	true	0
turas	ˈt̪ˠoɾˠəsˠ	ˈt̪ˠoɾˠəsˠ	true	0
gréasaí	ˈɟɾʲeːsˠiː	ˈɟɾʲeːsˠiː	true	0
moltaí	ˈmˠɔl̪ˠt̪ˠiː	ˈmˠɔl̪ˠt̪ˠiː	true	0
bhínn	vʲiːnʲ	vʲiːn̠ʲ	false	1
Oíche Inide	ˌoiːçə ˈɪnʲədʲə	ˈiːç ˈɪnʲədʲə	false	3
pluma	ˈpˠlˠʊmˠə	ˈpˠlˠʊmˠə	true	0
d'aithin	d̪ˠ'ˈahənʲ	ˈd̪ˠahənʲ	false	3
boireannach	ˈbˠɛɾʲən̪ˠəx	ˈbˠɛɾʲən̪ˠəx	true	0
chiúin	ˈçúnʲ	çuːnʲ	false	3
línéadach	ˈlʲiːnʲeːd̪ˠəx	ˈl̠ʲiːnʲeːd̪ˠəx	false	1
chaogad	ˈxiːɡəd̪ˠ	ˈxiːɡəd̪ˠ	true	0
-óinn	-ˈónʲ	oːn̠ʲ	false	4
traochta	ˈt̪ˠɾˠiːxt̪ˠə	ˈt̪ˠɾˠiːxt̪ˠə	true	0
faiteach	ˈfˠatʲəx	ˈfˠatʲəx	true	0
rud beag	ɾˠʊd̪ˠ ˈbʲaɡ	ˈɾˠʊd̪ˠ ˈbʲɔɡ	false	2
draig	d̪ˠɾˠaɟ	d̪ˠɾˠaɟ	true	0
lúthchleasa	ˈlˠuːhçlʲəsˠə	ˈl̪ˠuːçlʲasˠə	false	3
buíocha	ˈbˠuiːxə	ˈbˠiːxə	false	1
tógaimid	ˈt̪ˠoːɡəmʲədʲ	ˈt̪ˠoːɡəmʲədʲ	true	0
maoth	mˠiː	mˠiː	true	0
bréidín	ˈbʲɾʲeːdʲiːnʲ	ˈbʲɾʲeːdʲiːnʲ	true	0
deinim	ˈdʲɛnʲəmʲ	ˈdʲɛnʲəmʲ	true	0
gcúl	ɡuːlˠ	ɡuːlˠ	true	0
buatais	ˈbˠuət̪ˠəʃ	ˈbˠuət̪ˠəʃ	true	0
baoth	bˠiː	bˠiː	true	0
go fóill	ɡəˈfˠólʲ	ɡəˈfˠoːl̠ʲ	false	3
shéabra	ˈheːbˠɾˠə	ˈheːbˠɾˠə	true	0
airneán	ˈaɾʲnʲeɑːnˠ	ˈaːɾˠn̠ʲaːnˠ	false	5
seisiún	ˈʃɛʃuːnˠ	ˈʃɛʃuːnˠ	true	0
sealga	ˈʃalˠəɡə	ˈʃal̪ˠəɡə	false	1
ríomhaire	ˈɾˠiːəɾʲə	ˈɾˠiːvˠəɾʲə	false	2
dligh	dʲlʲɪ	dʲlʲiː	false	2
gháire	ˈɣɑːɾʲə	ˈɣɑːɾʲə	true	0
feirg	fʲɛɾʲɟ	ˈfʲɛɾʲɪɟ	false	2
tarra	ˈt̪ˠaɾˠə	ˈt̪ˠaɾˠə	true	0
barra	ˈbˠaɾˠə	ˈbˠaɾˠə	true	0
comhair	ˈkəwəɾʲ	kuːɾʲ	false	4
leirg	lʲɛɾʲɟ	ˈl̠ʲɛɾʲɪɟ	false	3
meirg	mʲɛɾʲɟ	ˈmʲɛɾʲɪɟ	false	2
bhFranc	wɾˠan̪ˠk	ˈvˠɾˠaŋk	false	6
feileann	ˈfʲɛlʲən̪ˠ	ˈfʲɛlʲən̪ˠ	true	0
crua-ae	ˈkɾˠuə-eː	ˈkɾˠuəiju	false	3
tráill	t̪ˠɾˠɑːlʲ	t̪ˠɾˠɑːlʲ	true	0
uireaspach	ˈɪɾʲəsˠpˠəx	ˈɪɾʲəsˠpˠəx	true	0
mall	mˠaːlˠ	mˠal̪ˠ	false	2
suan	sˠuən̪ˠ	sˠuənˠ	false	1
baile mór	ˌbˠalʲə ˈmˠoːɾˠ	ˌbˠalʲə ˈmˠoːɾˠ	true	0
loch salainn	lˠɔx ˈsˠalˠənʲ	l̪ˠɔx ˈsˠalˠən̠ʲ	false	2
cáiliúil	ˈkɑːlʲúlʲ	ˈkɑːlʲuːlʲ	false	2
Mháire	ˈwɑːɾʲə	ˈwɑːɾʲə	true	0
riarann	ˈɾˠiəɾˠən̪ˠ	ˈɾˠiəɾˠən̪ˠ	true	0
iall	ˈiəlˠ	iəl̪ˠ	false	2
chughamsa	ˈxaiəmˠsˠə	ˈxuːmˠsˠə	false	3
áitím	ˈɑːtʲiːmʲ	ˈɑːtʲiːmʲ	true	0
saolta	ˈsˠiːl̪ˠt̪ˠə	ˈsˠiːl̪ˠt̪ˠə	true	0
scéim	ʃceːmʲ	ʃceːmʲ	true	0
gruagaire	ˈɡɾˠuəɡəɾʲə	ˈɡɾˠuəɡəɾʲə	true	0
chluais	ˈxlˠuəʃ	xlˠuəʃ	false	1
smaoinigh	ˈsˠmˠiːnʲə	ˈsˠmˠiːnʲə	true	0
gruag	ɡɾˠuəɡ	ɡɾˠuəɡ	true	0
beidh	bʲɪ	bʲe	false	1
dtrian	ˈdʲɾʲiən̪ˠ	dʲɾʲiən̪ˠ	false	1
madraí	ˈmˠad̪ˠɾˠiː	ˈmˠad̪ˠɾˠiː	true	0
Saoirse	ˈsˠiːɾˠʃə	ˈsˠiːɾˠʃə	true	0
daonchairdiúil	ˈd̪ˠiːn̪ˠxəɾʲdʲúlʲ	ˈd̪iːn̪xɑːɾˠdʲuːlʲ	false	7
buinneach	ˈbˠɪnʲəx	ˈbˠɪn̠ʲəx	false	1
tréidlia	ˈtʲɾʲeːdʲlʲiə	ˈtʲɾʲeːdʲlʲiə	true	0
staileanna	ˈsˠt̪ˠalʲən̪ˠə	ˈsˠt̪ˠalʲən̪ˠə	true	0
féich	fʲeː	fʲeːç	false	1
páipéar	ˈpˠɑːpʲeːɾˠ	ˈpˠɑːpʲeːɾˠ	true	0
suíomh gréasáin	ˌsˠuíoiː ˈɟɾʲeːsˠɑːnʲ	ˌsˠiːw ˈɟɾʲeːsˠɑːnʲ	false	4
daoirse	ˈd̪ˠiːɾˠʃə	ˈd̪ˠiːɾˠʃə	true	0
neamhspleách	ˈnʲəuʃpʲlʲeɑːx	ˈn̠ʲəusˠpʲlʲaːx	false	5
crúbchrois	ˈkɾˠuːbˠxɾˠəʃ	ˈkɾˠuːbˠˌxɾˠʌʃ	false	2
goirme	ˈɡɛɾʲmʲə	ˈɡɪɾʲəmʲə	false	2
prátaí	ˈpˠɾˠɑːt̪ˠiː	ˈpˠɾˠɑːt̪ˠiː	true	0
abacas	ˈabˠəkəsˠ	ˈabˠəkəsˠ	true	0
brúite	ˈbˠɾˠútʲə	ˈbˠɾˠuːtʲə	false	2
himeanna	ˈhɪmʲən̪ˠə	ˈhɪmʲən̪ˠə	true	0
-fidh	-fʲɪ	iː	false	4
bainim	ˈbˠanʲəmʲ	ˈbˠanʲəmʲ	true	0
cruaim	ˈkɾˠuəmʲ	kɾˠuəmʲ	false	1
grást	ɡɾˠɑːsˠt̪ˠ	ˈɡɾˠɑːsˠt̪ˠ	false	1
gruaim	ˈɡɾˠuəmʲ	ɡɾˠuəmʲ	false	1
gléas	ɟlʲeːsˠ	ɟlʲeːsˠ	true	0
triuch	ˈtʲɾʲəx	tʲɾʲʊx	false	2
sealbh	ʃalˠəvˠ	ˈʃalˠəvˠ	false	1
míl	mʲiːlʲ	mʲiːlʲ	true	0
