chileagram	ˈçɪlʲəɡɾˠəmˠ	ˈçɪlʲəɡɾˠamˠ	false	1
ná trácht air	n̪ˠɑː t̪ˠɾˠɑːxt̪ˠ ˈaɾʲ	n̪ˠɑː ˈt̪ˠɾˠɑːxt̪ˠ ɛɾʲ	false	3
nÍ	nʲiː	n̠ʲiː	false	1
diúltú	ˈdʲuːl̪ˠt̪ˠuː	ˈdʲuːl̪ˠt̪ˠuː	true	0
hÍ	hiː	hiː	true	0
shráid	hɾˠɑːdʲ	hɾˠɑːdʲ	true	0
cailc	kal̠ʲc	kalʲc	false	1
hae	heː	heː	true	0
Róisín	ˈɾˠóʃiːnʲ	ˈɾˠoːʃiːnʲ	false	2
altar	ˈal̪ˠt̪ˠəɾˠ	ˈal̪ˠ.t̪ˠəɾˠ	false	1
íosfaidh	ˈiːsˠfˠə	ˈiːsˠə	false	2
bruis	bˠɾˠɪʃ	bˠɾˠɪʃ	true	0
-ímis	-ˈiːmʲɪʃ	iːmʲəʃ	false	3
cáin	kɑːnʲ	kɑːnʲ	true	0
foireann	ˈfˠɛɾʲən̪ˠ	ˈfˠɪɾʲən̪ˠ	false	1
géagláidre	ˈɟeːɡlˠɑːdʲɾʲə	ˈɟeːɡˌlˠɑːdʲɾʲə	false	1
ghualainn	ˈɣuəlˠənʲ	ˈɣuəlˠən̠ʲ	false	1
théid	heːdʲ	heːdʲ	true	0
céille	ˈceːlʲə	ˈceːl̠ʲə	false	1
míreanna	ˈmʲiːɾʲən̪ˠə	ˈmʲiːɾʲən̪ˠə	true	0
áth	ɑː	ɑː	true	0
Carghas	ˈkaɾˠɣəsˠ	ˈkaɾˠiːsˠ	false	2
suaimhneas	ˈsˠuənʲəsˠ	ˈsˠiːmʲnʲəsˠ	false	4
án	ɑːnˠ	ˈɑːnˠ	false	1
mbeidh	mʲɪ	mʲɛj	false	2
carraigreacha	ˈkaɾˠəɟɾʲəxə	ˈkaɾˠɪɟɾʲəxiː	false	3
nae	nʲeː	n̪ˠeː	false	2
báinín	ˈbˠɑːnʲiːnʲ	ˈbˠɑːnʲiːnʲ	true	0
scríobh	ʃcɾʲiːvʲ	ʃcɾʲiːw	false	2
breoim	bʲɾʲoːmʲ	bʲɾʲoːmʲ	true	0
wae	weː	weː	true	0
deire	ˈdʲɛɾʲə	ˈdʲɛɾʲə	true	0
geire	ˈɟɛɾʲə	ˈɟɛɾʲə	true	0
tae	tʲeː	t̪ˠeː	false	2
clairnéid	ˈklˠaɾʲnʲeːdʲ	ˈklˠɑːɾˠnʲeːdʲ	false	3
zae	zeː	zeː	true	0
shéid	heːdʲ	heːdʲ	true	0
taga	ˈt̪ˠaɡə	ˈt̪ˠaɡə	true	0
bhuí	ˈwuiː	wiː	false	2
mhire	ˈvʲiɾʲə	ˈvʲɪɾʲə	false	1
ghuí	ˈɣuiː	ɣiː	false	2
éisc	eːʃc	eːʃc	true	0
feascar	ˈfʲasˠkəɾˠ	ˈfʲasˠkəɾˠ	true	0
síleáil	ˈʃiːlʲeɑːlʲ	ʃiːlʲaːlʲ	false	3
