gual	ɡuəlˠ	ɡuəlˠ	true	0
fleasc	fʲlʲasˠk	fʲlʲasˠk	true	0
fual	fˠuəlˠ	fˠuəlˠ	true	0
dual	d̪ˠuəlˠ	d̪ˠuəlˠ	true	0
mbás	mˠɑːsˠ	mˠɑːsˠ	true	0
collach	ˈkɔlˠəx	ˈkol̪ˠəx	false	2
anchúinse	ˈan̪ˠxún̠ʲʃə	ˈanˠxuːn̠ʲʃə	false	3
riabhóg	ˈɾˠiəwoːɡ	ˈɾˠiəwoːɡ	true	0
tnúth	t̪ˠɾˠuː	t̪ˠɾˠuː	true	0
scóráil	ˈsˠkoːɾˠɑːlʲ	ˈsˠkoːɾˠɑːlʲ	true	0
India	ˈɪnʲədʲiə	ˈɪnʲdʲiə	false	1
tnáith	t̪ˠɾˠɑː	t̪ˠɾˠɑː	true	0
mbáisteach	ˈmˠɑːʃtʲəx	ˈmˠaːʃtʲəx	false	1
suím	ˈsˠuiːmʲ	sˠiːmʲ	false	2
clástrafóibe	ˈklˠɑːsˠt̪ˠɾˠəfˠóbʲə	ˈklˠɑːsˠt̪ˠɾˠəfˠoːbʲə	false	2
culaithe	ˈkʊlˠɪhə	ˈkʊlˠɪhə	true	0
comhionann	ˈkɪiən̪ˠən̪ˠ	ˈkuːˈaːn̪ˠən̪ˠ	false	5
deoire	ˈdʲoːɾʲə	ˈdʲoːɾʲə	true	0
riabhaí	ˈɾˠiəwiː	ˈɾˠiəwiː	true	0
fuinneoige	ˈfˠinʲoːɟɪ	ˈfiɲoːɡʲə	false	6
Corcaigh	ˈkɔɾˠkə	ˈkɔɾˠkə	true	0
marcra	ˈmˠaɾˠkɾˠə	ˈmˠɑɾˠkɾˠə	false	1
mbata	ˈmˠat̪ˠə	ˈmˠat̪ˠə	true	0
móire	ˈmˠóɾʲə	ˈmoːɾʲə	false	2
dromán	ˈd̪ˠɾˠɔmˠɑːnˠ	ˈd̪ˠɾʊmˠɑːnˠ	false	2
dúidín	ˈd̪ˠúdʲiːnʲ	ˈdˠuːdʲiːnʲ	false	3
toirte	ˈt̪ˠɔɾˠtʲə	ˈt̪ˠɔɾˠtʲə	true	0
mainistir	ˈmˠanʲəʃtʲəɾʲ	ˈmˠanʲəʃtʲəɾʲ	true	0
luaidhe	ˈlˠuəə	ˈl̪ˠuː.iː	false	5
n-olaí	n̪ˠ-ˈɔlˠiː	ˈn̪ˠɔlˠiː	false	3
croíúil	ˈkɾˠoíúlʲ	ˈkɾˠiːuːlʲ	false	4
gcás	ɡɑːsˠ	ɡɑːsˠ	true	0
tromán	ˈt̪ˠɾˠɔmˠɑːnˠ	ˈt̪ˠɾˠʊmˠɑːnˠ	false	1
éireoidh	ˈeːɾʲə	ˈəiɾʲoː	false	4
tigeann	ˈtʲɪɟən̪ˠ	ˈtʲɪɟən̪ˠ	true	0
plána	ˈpˠlˠɑːn̪ˠə	ˈpˠlˠɑːnˠə	false	1
deisealán	ˈdʲɛʃəlˠɑːnˠ	ˈdʲɛʃəlˠɑːnˠ	true	0
déirce	ˈdʲeːɾʲcə	ˈdʲeːɾʲcə	true	0
ligeann	ˈlʲɪɟən̪ˠ	ˈl̠ʲɪɟən̪ˠ	false	1
d'ainneoin	d̪ˠ'ˈanʲoːnʲ	ˈd̪ˠan̠ʲoːnʲ	false	4
scrábán	ˈsˠkɾˠɑːbˠɑːnˠ	ˈsˠkɾˠɑːbɑːnˠ	false	1
ríoga	ˈɾˠiːɡə	ˈɾˠiːɡə	true	0
clár	klˠɑːɾˠ	klˠɑːɾˠ	true	0
chealg	çal̪ˠɡ	ˈçal̪ˠəɡ	false	2
donnrua	ˈd̪ˠʊn̪ˠɾˠuə	ˈd̪ˠɔn̪ˠˌɾˠuə	false	2
minicí	ˈmʲɪnʲɪciː	ˈmʲɪnɪciː	false	1
dugaire	ˈd̪ˠʊɡəɾʲə	ˈd̪ˠʊɡəɾʲə	true	0
stotha	ˈsˠt̪ˠɔhə	ˈst̪ˠɔhə	false	1
dreancaid	ˈdʲɾʲan̪ˠkədʲ	ˈdʲɾʲaŋkədʲ	false	3
scamall	ˈsˠkamˠəlˠ	ˈsˠkamˠəl̪ˠ	false	1
táim	t̪ˠɑːmʲ	t̪ˠɑːmʲ	true	0
bruite	ˈbˠɾˠɪtʲə	ˈbˠɾˠɪtʲə	true	0
dona	ˈd̪ˠɔn̪ˠə	ˈd̪ˠɔn̪ˠə	true	0
goirme	ˈɡɛɾʲmʲə	ˈɡɪɾʲəmʲə	false	2
sil	ʃɪlʲ	ʃɪlʲ	true	0
fuisce	ˈfˠɪʃcɪ	ˈfˠɪʃcɪ	true	0
lus	lˠʊsˠ	l̪ˠʊsˠ	false	1
ngoilí	ˈŋɛlʲiː	ˈŋɛlʲiː	true	0
chrap	xɾˠapˠ	xɾˠapˠ	true	0
cnogaí	ˈkɾˠɔɡiː	ˈknˠuɡiː	false	2
cúramach	ˈkuːɾˠəmˠəx	ˈkuːɾˠəmˠəx	true	0
luasanna	ˈlˠuəsˠən̪ˠə	ˈl̪ˠuəsˠən̪ˠə	false	1
teoiric chinnteoireachta	ˌtʲoːɾʲɪc ˈçɪn̠ʲtʲoːɾʲəxt̪ˠə	ˌtʲoːɾʲəc ˈçɪn̠ʲtʲoːɾʲəxt̪ˠ	false	2
gil	ɟɪlʲ	ɟɪlʲ	true	0
cleas	clʲasˠ	clʲasˠ	true	0
toirbh	t̪ˠɛɾʲvʲ	ˈt̪ˠɛɾʲəvʲ	false	2
dil	dʲɪlʲ	ˈdʲɪlʲ	false	1
muic	mˠɪc	mˠɪc	true	0
oil	ɛlʲ	ɛlʲ	true	0
fuaimnigh	ˈfˠuəmʲnʲə	ˈfˠuəmʲnʲə	true	0
triantán	ˈtʲɾʲiən̪ˠt̪ˠɑːnˠ	ˈtʲɾʲiən̪ˠt̪ˠɑːnˠ	true	0
