án	ɑːnˠ	ˈɑːnˠ	false	1
eascrach	ˈasˠkɾˠəx	ˈasˠkɾˠəx	true	0
meaits	ˈmʲatʲʃ	mʲatʲʃ	false	1
tiocfaid	ˈtʲjʊkfˠədʲ	ˈtʲʊkədʲ	false	3
Fianna Fáil	ˌfʲiən̪ˠə ˈfˠɑːlʲ	ˈfʲiən̪ˠə ˈfˠɑːlʲ	false	1
átha	ˈɑːhə	ˈaːhə	false	1
chirce	ˈçɪɾʲcɪ	ˈçɪɾʲcə	false	1
daoirse	ˈd̪ˠiːɾˠʃə	ˈd̪ˠiːɾˠʃə	true	0
múchaim	ˈmˠuːxəmʲ	ˈmˠuːxəmʲ	true	0
linn	lʲɪnʲ	lʲɪn̠ʲ	false	1
ceachta	ˈcaxt̪ˠə	ˈcaxt̪ˠə	true	0
n-anman	n̪ˠ-ˈan̪ˠmˠən̪ˠ	ˈn̪ˠanˠəmˠənˠ	false	6
oileáin	ˈɛlʲeɑːnʲ	ˈɪlʲɑːnʲ	false	2
ghlinne	lʲɪnʲə	ˈjlʲin̠ʲə	false	4
chaoi	xiː	xiː	true	0
daonchairdiúil	ˈd̪ˠiːn̠̪ˠxəɾʲdʲúlʲ	ˈd̪iːn̪xɑːɾˠdʲuːlʲ	false	8
strainséir	ˈsˠt̪ˠɾˠan̪ʲʃeːɾʲ	ˈsˠt̪ˠɾˠan̠ʲʃeːɾˠə	false	3
eabar	ˈabˠəɾˠ	ˈabˠəɾˠ	true	0
in éineacht	ɪnʲ ˈeːnʲəxt̪ˠ	əˈn̠ʲeːnʲəxt̪ˠ	false	5
gníomh	ɟɾʲíoiː	ɟɾʲĩːw	false	4
oirthear	ˈɛɾʲəɾˠ	ˈeɾʲhəɾˠ	false	2
láimh	lˠáiiː	l̪ˠɑːvʲ	false	5
bacaí	ˈbˠakiː	ˈbˠakiː	true	0
craiceann	ˈkɾˠacən̪ˠ	ˈkɾˠæcən̪ˠ	false	1
sníomh	ʃnʲíoiː	ʃnʲiːw	false	3
dáimh	d̪ˠáiiː	d̪ˠɑːvʲ	false	4
dalta	ˈd̪ˠɛl̠ˠt̪ˠə	d̪ˠalˠt̪ˠə	false	3
carbán	ˈkaɾˠəbˠɑːnˠ	ˈkarˠbˠɑːnˠ	false	2
mar go	mˠəɾˠ ɡə	mˠaɾˠ ɡə	false	1
scil	ʃcɪlʲ	ʃcɪlʲ	true	0
aníos	ˈanʲiːʃ	əˈn̠ʲiːsˠ	false	5
bhainne	ˈwan̪ˠə	ˈwan̠ʲə	false	2
fichidí	ˈfʲɪçədʲiː	ˈfʲɪçɪdʲiː	false	1
díleas	ˈdʲiːlʲəsˠ	ˈdʲiːlʲəsˠ	true	0
phós	fˠoːsˠ	fˠoːsˠ	true	0
teora	ˈtʲoːɾˠə	ˈtʲoːɾˠə	true	0
comhlacht	ˈkəulˠəxt̪ˠ	ˈkoːlˠəxt̪ˠ	false	2
sréin	ʃɾʲeːnʲ	sˠɾˠeːnʲ	false	3
fhuar	uəɾˠ	uəɾˠ	true	0
meánach	ˈmʲeɑːn̪ˠəx	ˈmʲɑːn̪ˠəx	false	1
chros	xɾˠɔsˠ	xɾˠɔsˠ	true	0
go raibh maith agat	ɡəɾˠaiiː mˠah ˈəɡət̪ˠ	ɡəɾˠəˈmˠahəɡət̪ˠ	false	7
carachtar	ˈkaɾˠəxt̪ˠəɾˠ	ˈkaɾˠəxt̪ˠəɾˠ	true	0
aonmhac	ˈiːn̠̪ˠwək	ˈeːn̪ˠˌwak	false	4
phlúr	fˠlˠuːɾˠ	fˠlˠuːɾˠ	true	0
amharc	ˈəuəɾˠk	ˈaːfˠɾˠək	false	5
scaoilim	ˈsˠkiːlʲəmʲ	ˈsˠkiːlʲəmʲ ~ ˈʃciːlʲəmʲ	false	13
dóchas	ˈd̪ˠoːxəsˠ	ˈd̪ˠoːxəsˠ	true	0
Síle	ˈʃiːlʲə	ˈʃiːlʲə	true	0
againne	ˈaɡən̪ˠə	ˈaɡən̠ʲə	false	2
slí	ʃlʲiː	ˈʃl̠ʲiː	false	2
dú-	d̪ˠuː-	d̪ˠuː	false	1
phrioc	ˈfʲɾʲiək	fʲɾʲʊk	false	3
áitigh	ˈɑːtʲə	ˈɑːtʲə	true	0
cháiliúil	ˈxɑːlʲúlʲ	ˈxɑːlʲuːlʲ	false	2
Sheoirse	ˈhoːɾˠʃə	ˈçoːɾˠʃə	false	1
bail	bˠalʲ	bˠalʲ	true	0
Fionnghuala	ˈfʲɪn̪ˠŋhuəlˠə	fʲɪn̪ˠˈuːəlˠə	false	4
nótaire	ˈn̪ˠoːt̪ˠəɾʲə	ˈn̪ˠoːtəɾʲə	false	2
díle	ˈdʲiːlʲə	ˈdʲiːlʲə	true	0
cana	ˈkan̪ˠə	ˈkanˠə	false	1
Ciribeas	ˈcɪɾʲəbʲəsˠ	ˈkɪɾʲəˌbas	false	5
hail	halʲ	halʲ	true	0
a chéile	əˈçeːlʲə	əˈçeːlʲə	true	0
ruóg	ˈɾˠuoːɡ	ˈɾˠuːoːɡ	false	1
bólacht	ˈbˠoːlˠəxt̪ˠ	ˈbˠoːlˠəxt̪ˠ	true	0
dúinne	ˈd̪ˠún̪ˠə	ˈd̪ˠuːn̠ʲə	false	4
cúinne	ˈkún̪ˠə	ˈkuːn̠ʲə	false	4
galún	ˈɡalˠuːnˠ	ˈɡalˠuːnˠ	true	0
prioslaire	ˈpʲɾʲiəsˠlˠəɾʲə	ˈpʲɾʲɪsˠl̪ˠəɾʲə	false	3
