chian	ˈçiən̪ˠ	çiənˠ	false	2
Rúis	ˈɾˠúʃ	ɾˠuːʃ	false	3
clocha	ˈklˠɔxə	ˈkl̪ˠɔxə	false	1
adhall	ˈaiəlˠ	ˈəiəl̪ˠ	false	2
ardaigh	ˈaɾˠəd̪ˠə	ˈɑːɾˠd̪ˠə	false	3
abúlacht	ˈabˠuːlˠəxt̪ˠ	ˈabˠuːlˠəxt̪ˠ	true	0
uair an chloig	ˌuəɾˠ ənˠ ˈxlˠɪɟ	uəɾʲ ə xlˠɛɟ	false	6
Cholm	xɔl̪ˠmˠ	ˈxɔl̪ˠəmˠ	false	2
beannú	ˈbʲan̪ˠuː	ˈbʲan̪ˠuː	true	0
ónarbh	ˈoːn̪ˠəɾˠw	ˈoːnˠəɾˠvˠ	false	3
seachtar	ˈʃaxt̪ˠəɾˠ	ˈʃaxt̪ˠəɾˠ	true	0
cruit	kɾˠɪtʲ	kɾˠɪtʲ	true	0
arc	aɾˠk	aɾˠk	true	0
cúis	ˈkúʃ	kuːʃ	false	3
croítí	ˈkɾˠoiːtʲiː	ˈkɾˠiːtʲiː	false	1
cúlach	ˈkuːlˠəx	ˈkuːlˠəx	true	0
ógfhear	ˈoːɟəɾˠ	ˈoːɡˌaɾˠ	false	3
buartha	ˈbˠuəɾˠə	ˈbˠuəɾˠhə	false	1
brúnn	bˠɾˠuːn̪ˠ	bˠɾˠuːn̪ˠ	true	0
Muirís	ˈmˠɪɾʲiːʃ	ˈmˠɪɾʲiːʃ	true	0
thar lear	haɾʲ ˈlʲaɾˠ	haɾˠˈl̠ʲaɾˠ	false	3
cheo	çoː	çoː	true	0
litreach	ˈlʲɪtʲɾʲəx	ˈlʲitʲɾʲəx	false	1
bobaireacht	ˈbˠɔbˠəɾʲəxt̪ˠ	ˈbˠɔbˠəɾʲəxt̪ˠ	true	0
guidid	ˈɡɪdʲɪdʲ	ˈɡɪdʲədʲ	false	1
feidhme	ˈfʲɛmʲə	ˈfʲəimʲə	false	2
amach is amach	ˌamˠəh əsˠ ˈamˠəx	əˈmˠax əsˠ əˈmˠax	false	7
sceiche	ˈʃcɛçə	ˈʃcɛçə	true	0
sine	ˈʃɪnʲə	ˈʃɪnʲə	true	0
lig do scíth	lʲɪɡ d̪ˠɔ ˈʃciː	ˌl̠ʲɪɟ də ˈʃciː	false	6
dorchacht	ˈd̪ˠɔɾˠxəxt̪ˠ	ˈd̪ˠɔɾˠəxəxt̪ˠ	false	1
coil	kɛlʲ	kɛlʲ	true	0
theo	çoː	çoː	true	0
beirigh	ˈbʲɛɾʲɪ	ˈbʲɛɾʲiː	false	2
goil	ɡɛlʲ	ɡɛlʲ	true	0
láidre	ˈlˠɑːdʲɾʲə	ˈl̪ˠɑːdʲ(ə)ɾʲə	false	4
d'aithin	d̪ˠ'ˈahɪnʲ	ˈd̪ˠahənʲ	false	4
caipín	ˈkapʲiːnʲ	ˈkapʲiːnʲ	true	0
phian	ˈfʲiən̪ˠ	fʲiənˠ	false	2
aoil	iːlʲ	iːlʲ	true	0
fine	ˈfʲɪnʲə	ˈfʲɪnʲə	true	0
trácht	t̪ˠɾˠɑːxt̪ˠ	t̪ˠɾˠɑːxt̪ˠ	true	0
roc	ɾˠɔk	ɾˠɔk	true	0
soc	sˠɔk	sˠɔk	true	0
codail	ˈkɔd̪ˠəlʲ	ˈkod̪ˠəlʲ	false	1
fágáil	ˈfˠɑːɡɑːlʲ	ˈfˠɑːɡɑːlʲ	true	0
sluaite	ˈsˠlˠuətʲə	ˈsˠɫ̪uətʲə	false	2
sciorta	ˈʃcɪɾˠt̪ˠə	ˈʃcɪɾˠt̪ˠə	true	0
portaireacht	ˈpˠɔɾˠt̪ˠəɾʲəxt̪ˠ	ˈpˠɔɾˠt̪ˠəɾʲəxt̪ˠ	true	0
haicmí	ˈhacmʲiː	ˈhacmʲiː	true	0
uafás	ˈuəfˠɑːsˠ	ˈuːhɑːsˠ	false	3
einsímeach	ˈɛn̠ʲʃiːmʲəx	ˈɛn̠ʲʃiːmʲəx	true	0
